rank,user_id,first_name,last_name,full_name,gender,nationality,gym_name,profile_photo_url,event,country,year,division,event_category,workout_filter,Run,Row,1RM Strict Press,3RM Back Squat,5RM Deadlift
450,01kbqs188483p3gwxrhvs45stx,Valentine,Urbaniak,Valentine Urbaniak,Female,,,https://ui-avatars.com/api/?name=V+U&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,34KG,70KG,60KG
451,01knbwafgx6xypr84yt2vn89jr,Cathleen,Arnault,Cathleen Arnault,Female,,,https://ui-avatars.com/api/?name=C+A&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,35KG,64KG,64KG
451,01kb60e9dswecy276z6vjgvw88,Oceane,Rabet,Oceane Rabet,Female,,,https://ui-avatars.com/api/?name=O+R&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,38KG,42KG,83KG
451,01kny97rjp5pdtg5pbfeznxw9y,Julie,Garrigo,Julie Garrigo,Female,,,https://ui-avatars.com/api/?name=J+G&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,33KG,60KG,70KG
451,01kk97hpz83sagn24d48y9swx6,Marie,Schneider,Marie Schneider,Female,,,https://ui-avatars.com/api/?name=M+S&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,33KG,50KG,80KG
451,01ke27f3w8rg9rxr04avkbf9f1,Romane,Eckert,Romane Eckert,Female,,,https://ui-avatars.com/api/?name=R+E&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,28KG,65KG,70KG
456,01jdpsvc910c2zgnnp205y8vxb,Tracy,Drinkwater,Tracy Drinkwater,Female,,,https://athxgames.com/storage/profile-photos/UvxVDNNGFrjIoTU1uvslM4ObmthwEhzxFHYryx72.png,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,34KG,58KG,70KG
456,01k9b16gy9wzfgw70b680v6w0j,Marine,Connan,Marine Connan,Female,,,https://ui-avatars.com/api/?name=M+C&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,30KG,50KG,82KG
456,01kstwqw92s3n2630nqsv6ntn0,Mélissa,PUECH,Mélissa PUECH,Female,,,https://ui-avatars.com/api/?name=M+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,32KG,60KG,70KG
459,01kpx7fcc16r7xha9g8vh2gs48,Eva,Durao,Eva Durao,Female,,,https://ui-avatars.com/api/?name=E+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,26KG,65KG,70KG
459,01kmszddjy3awncyz1t4zcsbfr,Charlotte,Petitjean,Charlotte Petitjean,Female,,,https://ui-avatars.com/api/?name=C+P&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,28KG,60KG,73KG
461,01kq1vxyrd2vcfmaf81wbb1hfm,Caroline,Zagbai,Caroline Zagbai,Female,,,https://ui-avatars.com/api/?name=C+Z&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,30KG,60KG,70KG
461,01kexn7nfn0s5gvm2w1vg3491t,Kareen,Bardaghji,Kareen Bardaghji,Female,,,https://ui-avatars.com/api/?name=K+B&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,30KG,45KG,85KG
461,01kpz9539w8aa6wzwewaa508m1,Yana,Kokorina,Yana Kokorina,Female,,,https://ui-avatars.com/api/?name=Y+K&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,35KG,50KG,75KG
461,01kg7r906cf2f5scvwn5qq8qy9,Mandeep,Panesar,Mandeep Panesar,Female,,,https://ui-avatars.com/api/?name=M+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,25KG,60KG,75KG
461,01knpevm8ydmc53fn78rqefh07,Cecile,Lafleur,Cecile Lafleur,Female,,,https://ui-avatars.com/api/?name=C+L&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,30KG,60KG,70KG
466,01keyk731tw8b1mtnnw2dffjwk,Julie,Ket,Julie Ket,Female,,,https://ui-avatars.com/api/?name=J+K&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,32KG,55KG,72KG
467,01kmt4jvvdq0abz8b0dc8b5q0n,Prue,Mackenzie,Prue Mackenzie,Female,,,https://ui-avatars.com/api/?name=P+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,38KG,50KG,70KG
468,01kffsk3xn7jn3mp8dx47qv9h6,Emilie,Lagogué,Emilie Lagogué,Female,France,,https://ui-avatars.com/api/?name=E+L&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,35KG,50KG,70KG
468,01m0mhyr89jtx5w4cdsxs3xy7a,Nadege,Lesquois,Nadege Lesquois,Female,,,https://ui-avatars.com/api/?name=N+L&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,30KG,50KG,75KG
470,01kqctjf0rgt4q6y8pr5mrb3da,tanya,jerome,tanya jerome,Female,,,https://ui-avatars.com/api/?name=t+j&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,28KG,60KG,65KG
470,01m2vm987xd6x4a8h9cbfsxjkd,Laetitia,FRONTIERE,Laetitia FRONTIERE,Female,,,https://ui-avatars.com/api/?name=L+F&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,28KG,50KG,75KG
472,01kmsqkmzx042hhb68fedd7thg,Manon,Feraud,Manon Feraud,Female,,,https://ui-avatars.com/api/?name=M+F&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,27KG,55KG,70KG
472,01kpth15s4n3ypr2kvb0pjedhy,Luca,Kovács,Luca Kovács,Female,,,https://ui-avatars.com/api/?name=L+K&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,27KG,60KG,65KG
472,01kadnaecgww15db34gnbx5m1z,Laurie,Delmond,Laurie Delmond,Female,,,https://ui-avatars.com/api/?name=L+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,35KG,52KG,65KG
472,01kcw61s6bdv9btatm2zvqqjyx,Juliette,Reille,Juliette Reille,Female,,,https://ui-avatars.com/api/?name=J+R&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,29KG,53KG,70KG
476,01kpwnps0j0877vcg4cak2qjdt,Fiona,Reh,Fiona Reh,Female,,,https://ui-avatars.com/api/?name=F+R&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,30KG,50KG,70KG
476,01kp0wxznjw5je4hxzvwckde84,Anissa,Escudero,Anissa Escudero,Female,,,https://ui-avatars.com/api/?name=A+E&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,30KG,50KG,70KG
476,01kqfs7pezqnykmwdkfd2n1cj0,Laure,Hanser,Laure Hanser,Female,,,https://ui-avatars.com/api/?name=L+H&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,30KG,45KG,75KG
479,01m1c6k5r6qygh4mgn4s99nwrj,AURELIE,CHAPPE,AURELIE CHAPPE,Female,,,https://ui-avatars.com/api/?name=A+C&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,29KG,60KG,60KG
480,01jepbm5kks57eev93aahem47y,Sami,Morris,Sami Morris,Female,,,https://athxgames.com/storage/profile-photos/ZiH86X8gCOcifYb4rQ0LUeOd7SzQiS10faKGLOwt.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,38KG,70KG,40KG
481,01kptgyheqh3vcgp8k82bqa11c,Borbála,Kovács,Borbála Kovács,Female,,,https://ui-avatars.com/api/?name=B+K&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,27KG,55KG,65KG
481,01kbj702112625kwyrrdrdbpsa,Mathilde,Queru,Mathilde Queru,Female,,,https://ui-avatars.com/api/?name=M+Q&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,32KG,45KG,70KG
483,01kbnhf2f19xzg2mq0538ngwj5,Quitterie,Mamin,Quitterie Mamin,Female,France,Escale,https://ui-avatars.com/api/?name=Q+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,30KG,55KG,60KG
483,01kq37sj923g60tvccwsq5a142,Aubriot,Emilie,Aubriot Emilie,Female,,,https://athxgames.com/storage/profile-photos/l0egPcHNmLdT4vVuyA6DoHdeK5wPScSRBKi22vpT.jpg,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,30KG,50KG,65KG
485,01ke6ncdkedmmxb8j6z4txedhw,Apolline,Meunier,Apolline Meunier,Female,,,https://ui-avatars.com/api/?name=A+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,28KG,45KG,68KG
486,01k86spab9w2nt9jvpt19k35a6,Katie,Pearcy,Katie Pearcy,Female,,,https://ui-avatars.com/api/?name=K+P&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,40KG,70KG,30KG
486,01kg03yh91298dy632ap307fxs,Anahita,Mishra Brunier,Anahita Mishra Brunier,Female,,,https://ui-avatars.com/api/?name=A+M+B&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,25KG,50KG,65KG
486,01kk5h0f97sydvqrc6k8td8s7n,Juliette,Ahr,Juliette Ahr,Female,,,https://ui-avatars.com/api/?name=J+A&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,25KG,50KG,65KG
489,01kpx804vsnfybjmw95z5ewps4,Philippine,Richaud,Philippine Richaud,Female,,,https://ui-avatars.com/api/?name=P+R&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,36KG,37KG,65KG
490,01kqqv8vdjp59jrmvph7prt479,Laura,Oller,Laura Oller,Female,,,https://ui-avatars.com/api/?name=L+O&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,26KG,45KG,65KG
491,01m18rvh8h63skhw558xpgf2jh,Margaux,Labrune,Margaux Labrune,Female,,,https://ui-avatars.com/api/?name=M+L&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,25KG,50KG,60KG
491,01kvqcn01nvk1p122ffdqnp6rh,Lise,Hassler,Lise Hassler,Female,,,https://ui-avatars.com/api/?name=L+H&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,34KG,45KG,56KG
493,01kpbzk172n2hsa4kyq0169hz9,Elodie,Lemoine,Elodie Lemoine,Female,,,https://ui-avatars.com/api/?name=E+L&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,24KG,50KG,60KG
494,01kdg9p8n97zgscq2a84shcgyb,Melanie,Keller,Melanie Keller,Female,France,,https://ui-avatars.com/api/?name=M+K&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,31KG,40KG,60KG
495,01kp2djtzq60jbzrbxjrbfbmjt,Mathilde,Dythurbide,Mathilde Dythurbide,Female,,,https://ui-avatars.com/api/?name=M+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,25KG,45KG,60KG
495,01ka3nnd311bk5h8befw5spacc,Lucie,Seyeux,Lucie Seyeux,Female,,,https://ui-avatars.com/api/?name=L+S&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,25KG,45KG,60KG
495,01kmcs0xmz18wm3mdd0skdr49f,Marie,Carles,Marie Carles,Female,,,https://ui-avatars.com/api/?name=M+C&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,25KG,45KG,60KG
498,01m2q8z0xjyasn08v5qfvdb0qg,Mazimann,Camille,Mazimann Camille,Female,,,https://ui-avatars.com/api/?name=M+C&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,33KG,40KG,56KG
499,01kgjnf996a97498qnwjz7h8xj,Chloé,Ferreira,Chloé Ferreira,Female,,,https://ui-avatars.com/api/?name=C+F&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,23KG,50KG,55KG
500,01ka6rt976f6hqwkt89jh2gtdf,Genevieve,Doumou,Genevieve Doumou,Female,,,https://ui-avatars.com/api/?name=G+D&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,27KG,45KG,55KG
501,01kf8abegbw70594tpyygxevys,Gianna,Kalberer,Gianna Kalberer,Female,,,https://ui-avatars.com/api/?name=G+K&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,25KG,46KG,55KG
501,01kdj9pk6nh177q494x6d8q5dk,Pauline,ROBINET,Pauline ROBINET,Female,,,https://ui-avatars.com/api/?name=P+R&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,26KG,40KG,60KG
503,01kpzg5pssyra6g5mezezwv9mh,Rose,Theron,Rose Theron,Female,France,Rose,https://ui-avatars.com/api/?name=R+T&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,25KG,38KG,55KG
504,01kezeqzrt75n8mtpk5xqhjdfe,Quynh-Thu,Nguyen,Quynh-Thu Nguyen,Female,France,Queen2,https://athxgames.com/storage/profile-photos/FuYrPOHIqUgbSrSyX6NcpZamQ6XVRsQWPVoiwVv0.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,28KG,40KG,45KG
505,01khbz3r63e77mzxfqrzp6k08a,Carole,UONG,Carole UONG,Female,,,https://ui-avatars.com/api/?name=C+U&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,24KG,34KG,53KG
506,01kj2gc8cybgk9dyfr3sf390b3,sakshi,bachhav,sakshi bachhav,Female,,,https://ui-avatars.com/api/?name=s+b&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,24KG,40KG,45KG
507,01kdbtxgrdw0hnm4p3ax113pkr,Karima,Tazibt,Karima Tazibt,Female,,,https://ui-avatars.com/api/?name=K+T&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,0KG,0KG,0KG
507,01khkv7hnc155jckpvc0017xm3,Charlotte,Constable,Charlotte Constable,Female,,,https://ui-avatars.com/api/?name=C+C&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,0KG,0KG,0KG
507,01keyk731tw8b1mtnnw2dffjwk,Julie,Ket,Julie Ket,Female,,,https://ui-avatars.com/api/?name=J+K&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,0KG,0KG,0KG
507,01kj7pps6hcm9v528cz3cn65sd,Sisi,Chen,Sisi Chen,Female,,,https://ui-avatars.com/api/?name=S+C&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Female,ATHX,Strength,,,0KG,0KG,0KG
1,01m2nfsk46mv6dprdzh181skb1,Diogo,Freitas,Diogo Freitas,Male,,,https://ui-avatars.com/api/?name=D+F&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2KM,3.908KM,,,
2,01k9kxgmz46cjc8kn5j2r4crxj,Louis,PAVIS,Louis PAVIS,Male,France,LH SPORTCLUB,https://athxgames.com/storage/profile-photos/GUa6oeSUxQUVlUDdJy5NjlSLikOtdWAMXoHlH0Zj.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.519KM,3.237KM,,,
3,01k86qyvfvt4ekj45cvetz0a9a,Craig,Tebbutt,Craig Tebbutt,Male,,,https://ui-avatars.com/api/?name=C+T&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.792KM,2.858KM,,,
4,01kpqm8jm780tgf99tc9nafpn6,Dan,Deacon,Dan Deacon,Male,,,https://ui-avatars.com/api/?name=D+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.385KM,,,
5,01m2n6s14h5s0kqfwc5s1pnpff,Pierre,Clinckemaillie,Pierre Clinckemaillie,Male,France,CrossFit RAGNARÖK,https://athxgames.com/storage/profile-photos/WBQoBeArfFhSZZ0FJdKbl70OfbWgNIX5VAvPv0Nz.jpg,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.008KM,3.603KM,,,
6,01kc6c1bv3v7hfrbedgvqffr54,Raphaël,Connes,Raphaël Connes,Male,France,,https://athxgames.com/storage/profile-photos/9o88ljnm3qetWsJwSJCOAeICHpmqC6ZtXsmdONfr.jpg,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.355KM,,,
7,01kpgbb3bvq048aggwqgy864km,Julien,Georget,Julien Georget,Male,,,https://ui-avatars.com/api/?name=J+G&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,4.096KM,,,
8,01kh97bnrpxe3043wr68af41v2,Marcus,FELIHO,Marcus FELIHO,Male,,,https://athxgames.com/storage/profile-photos/OK3nsIhOZu6bwosbtj1uZxaWYx5mlNfvKH4GrBpU.jpg,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.046KM,3.524KM,,,
9,01km07m3e9t4mf39swsw7vg9hd,Gaetan,Escrivant,Gaetan Escrivant,Male,France,Cyborg,https://ui-avatars.com/api/?name=G+E&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.3KM,,,
10,01jhghdxy81y1nvhxfj878g6p8,Alfie,Burton,Alfie Burton,Male,,,https://ui-avatars.com/api/?name=A+B&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.29KM,,,
11,01keycxb1fxmhzqkjsdmfg05fp,Simon,Martin,Simon Martin,Male,,,https://ui-avatars.com/api/?name=S+M&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.269KM,,,
12,01kmqps8bf8pp2hzhbvx97b1gk,benjamin,barbier,benjamin barbier,Male,France,Crossfit Hossegor,https://ui-avatars.com/api/?name=b+b&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.267KM,,,
13,01kh97bnrpxe3043wr68af41v2,Marcus,FELIHO,Marcus FELIHO,Male,,,https://athxgames.com/storage/profile-photos/OK3nsIhOZu6bwosbtj1uZxaWYx5mlNfvKH4GrBpU.jpg,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.52KM,3.982KM,,,
14,01knvx98adr4yftpfqkmqh7h11,Florin Daniel,Vrazsa,Florin Daniel Vrazsa,Male,Italy,,https://ui-avatars.com/api/?name=F+D+V&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,3.981KM,,,
15,01h03fqy6xhm9q6fbfeda184cm,Lee,Swinnerton,Lee Swinnerton,Male,,,https://ui-avatars.com/api/?name=L+S&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.23KM,,,
16,01kpfw6fvt9a43fftcdg273p66,Raphaël,Pizzanelli,Raphaël Pizzanelli,Male,France,,https://ui-avatars.com/api/?name=R+P&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.196KM,,,
17,01m1kgq19jm8vgknfd4qf2h7ht,Enzo,Jacomino,Enzo Jacomino,Male,,,https://ui-avatars.com/api/?name=E+J&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.19KM,,,
18,01kbjayeft645gvgyb5gq2wbjp,Adrien,Sutz,Adrien Sutz,Male,,,https://ui-avatars.com/api/?name=A+S&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.184KM,,,
19,01k897akd6nnm8qj34334nfan8,Austin,Coleman,Austin Coleman,Male,,,https://ui-avatars.com/api/?name=A+C&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.182KM,,,
20,01kpv6xndxmcnwwfeafedgddbk,samuel,rousseau,samuel rousseau,Male,,,https://ui-avatars.com/api/?name=s+r&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.156KM,,,
21,01kq1w6wzw0b0qagfprx6aw5kq,Maxime,Hugbart,Maxime Hugbart,Male,,,https://ui-avatars.com/api/?name=M+H&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.145KM,,,
22,01kpsztjssavdmh788336gh47k,DANIEL,LINAS,DANIEL LINAS,Male,,,https://ui-avatars.com/api/?name=D+L&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.956KM,2.426KM,,,
22,01kgf3cknca8hhyqdm8b2a1wpa,Michael,Spira,Michael Spira,Male,France,,https://ui-avatars.com/api/?name=M+S&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.147KM,3.235KM,,,
24,01knva1zvjwxreqee9gce29j84,Guillaume,MARTINEAU,Guillaume MARTINEAU,Male,France,CrossFit NIMES,https://ui-avatars.com/api/?name=G+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.121KM,,,
25,01kjdc3fc8ay6hwc2223zegt3j,OPITZ,Rémy,OPITZ Rémy,Male,,,https://ui-avatars.com/api/?name=O+R&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.109KM,,,
26,01kbqgzq3rpzxs71ycn6qqy3ya,Damien,Pietri,Damien Pietri,Male,France,,https://ui-avatars.com/api/?name=D+P&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.105KM,,,
26,01kq1zbzaf2sdkk9kqnggm3d19,Matthias,Roger,Matthias Roger,Male,,,https://ui-avatars.com/api/?name=M+R&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.105KM,,,
28,01ktgt94rwysb2a4b20vf1jsfs,Alexandre,Pellenq,Alexandre Pellenq,Male,,,https://ui-avatars.com/api/?name=A+P&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.891KM,3.457KM,,,
29,01m2bn5m01q7r5fzw4kjep4f7w,Valentino,Forlati,Valentino Forlati,Male,,,https://ui-avatars.com/api/?name=V+F&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.434KM,2.911KM,,,
30,01knppyrn90fdkyn1qms0yty9b,Alexis,Cherillo,Alexis Cherillo,Male,,,https://ui-avatars.com/api/?name=A+C&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.529KM,3.813KM,,,
31,01kfr73esh18e6w44yazhm8vnr,Cornelius,Spree,Cornelius Spree,Male,Germany,Tahi CrossFit,https://ui-avatars.com/api/?name=C+S&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.927KM,3.41KM,,,
32,01knbxce2thjh6z2mws8cfme7z,Theo,Dugautier,Theo Dugautier,Male,,,https://ui-avatars.com/api/?name=T+D&color=FFFFFF&background=000000,ATHX PARIS 2026,France 🇫🇷,2026,Male,ATHX,Endurance,1.5KM,3.835KM,,,
33,01kx73cj0a6vx5w55j3bcevk52,Victor,Blanco,Victor Blanco,Male,France,SDLZ,https://ui-avatars.com/api/?name=V+B&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.082KM,,,
34,01m1parnx985b09rwk94k7vvbc,Antoine,Ulry,Antoine Ulry,Male,France,,https://ui-avatars.com/api/?name=A+U&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.069KM,,,
35,01kqg2m5kc2c5e6bwz0trdytj1,Alexandre,Moulet,Alexandre Moulet,Male,,,https://ui-avatars.com/api/?name=A+M&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.11KM,3.203KM,,,
35,01kzb7ndm2grkveg0ram8pm1gy,Jessy,Lapotre,Jessy Lapotre,Male,France,Alpha training camp,https://ui-avatars.com/api/?name=J+L&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2KM,3.313KM,,,
35,01m2wdaqeemetj1gx47cds7bzf,Soulaymane,Ahouzar,Soulaymane Ahouzar,Male,,,https://ui-avatars.com/api/?name=S+A&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.063KM,,,
38,01kqc7zrhfyrpgmet95bqa28b2,Aurélien,QUILEZ,Aurélien QUILEZ,Male,,,https://ui-avatars.com/api/?name=A+Q&color=FFFFFF&background=000000,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.062KM,,,
39,01kz8yvdxy13qqka34h81n8bwb,Orlando,Parmigiani,Orlando Parmigiani,Male,,,https://athxgames.com/storage/profile-photos/v0YKn3Rh2qHmM3LUhNH6ZNnUrlnbUMUJmOcR2H7N.jpg,ATHX MARSEILLE 2026,France 🇫🇷,2026,Male,ATHX,Endurance,2.25KM,3.061KM,,,
